exercise_id,exercise_name,primary_muscle,secondary_muscles,equipment,category,difficulty,met_value,sets_beginner,reps_beginner,sets_intermediate,reps_intermediate,sets_advanced,reps_advanced,rest_seconds,contraindications,is_compound,is_bodyweight,calorie_burn_30min,video_cue
456,Dips (None variation),Triceps,"Chest, Front Delt",None,Strength,Intermediate,5.8,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Elbow injury",0,1,210,Search: 'Dips None form' for technique guidance
457,Barbell Curl (Dumbbells variation),Biceps,Brachialis,Dumbbells,Strength,Intermediate,3.6,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Dumbbells form' for technique guidance
458,Chin-Up (Machine variation),Biceps,"Lats, Core",Machine,Strength,Advanced,7.7,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Biceps tendinopathy",0,0,245,Search: 'Chin-Up Machine form' for technique guidance
459,Tricep Pushdown (cable) (Dumbbells variation),Triceps,None,Dumbbells,Strength,Advanced,3.3,3,8-12,4,6-10,5,4-8,180,Elbow pain,0,0,122,Search: 'Tricep Pushdown (cable) Dumbbells form' for technique guidance
460,Seated Calf Raise (Kettlebell variation),Soleus,Gastrocnemius,Kettlebell,Strength,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Plantar fasciitis (acute)",0,0,122,Search: 'Seated Calf Raise Kettlebell form' for technique guidance
461,Seated Cable Row (None variation),Lats,"Rhomboids, Biceps, Rear Delt",None,Strength,Advanced,6.0,3,8-12,4,6-10,5,4-8,180,Lower back injury (minimal risk),0,1,210,Search: 'Seated Cable Row None form' for technique guidance
462,Barbell Curl (Machine variation),Biceps,Brachialis,Machine,Strength,Beginner,3.4,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Machine form' for technique guidance
463,Landmine Press (Machine variation),Shoulders,"Chest, Triceps, Core",Machine,Strength,Intermediate,6.3,3,8-12,4,6-10,5,4-8,120,None,0,0,210,Search: 'Landmine Press Machine form' for technique guidance
464,Landmine Press (None variation),Shoulders,"Chest, Triceps, Core",None,Strength,Intermediate,6.0,3,8-12,4,6-10,5,4-8,120,None,0,1,210,Search: 'Landmine Press None form' for technique guidance
465,Preacher Curl (None variation),Biceps,Brachialis,None,Strength,Intermediate,3.4,3,8-12,4,6-10,5,4-8,120,"Elbow injury, Biceps tendinopathy",0,1,122,Search: 'Preacher Curl None form' for technique guidance
466,Leg Press (Machine variation),Quadriceps,"Glutes, Hamstrings",Machine,Strength,Intermediate,5.9,3,8-12,4,6-10,5,4-8,120,"Knee injury (deep), Lower back disc",0,0,228,Search: 'Leg Press Machine form' for technique guidance
467,Copenhagen Plank (Kettlebell variation),Adductors,Core,Kettlebell,Core,Intermediate,4.8,3,8-12,4,6-10,5,4-8,120,Groin injury,0,0,175,Search: 'Copenhagen Plank Kettlebell form' for technique guidance
468,Cable Fly (Resistance Band variation),Chest,Front Delt,Resistance Band,Strength,Advanced,4.5,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,158,Search: 'Cable Fly Resistance Band form' for technique guidance
469,Standing Calf Raise (Cable Machine variation),Gastrocnemius,Soleus,Cable Machine,Strength,Advanced,3.9,3,8-12,4,6-10,5,4-8,180,"Achilles tendinopathy (early), Calf strain",0,0,140,Search: 'Standing Calf Raise Cable Machine form' for technique guidance
470,Wrist Curl (Resistance Band variation),Forearm Flex,None,Resistance Band,Strength,Intermediate,2.5,3,8-12,4,6-10,5,4-8,120,"Tennis elbow, Carpal tunnel, De Quervain's",0,0,88,Search: 'Wrist Curl Resistance Band form' for technique guidance
471,Rowing Machine (Kettlebell variation),Back,"Full Body, Cardiovascular",Kettlebell,Cardio,Advanced,7.9,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Knee injury",0,0,298,Search: 'Rowing Machine Kettlebell form' for technique guidance
472,Dips (Kettlebell variation),Triceps,"Chest, Front Delt",Kettlebell,Strength,Advanced,6.1,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff, Elbow injury",0,0,210,Search: 'Dips Kettlebell form' for technique guidance
473,Bulgarian Split Squat (Barbell variation),Quadriceps,"Glutes, Hamstrings, Core",Barbell,Strength,Advanced,7.1,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle instability, Hip flexor strain",0,0,262,Search: 'Bulgarian Split Squat Barbell form' for technique guidance
474,Barbell Front Squat (Machine variation),Quadriceps,"Glutes, Upper Back, Core",Machine,Strength,Beginner,8.0,3,8-12,4,6-10,5,4-8,90,"Wrist injury, Shoulder pain, Lower back injury",0,0,298,Search: 'Barbell Front Squat Machine form' for technique guidance
475,Decline Bench Press (Resistance Band variation),Lower Chest,"Triceps, Front Deltoid",Resistance Band,Strength,Advanced,6.8,3,8-12,4,6-10,5,4-8,180,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Resistance Band form' for technique guidance
476,Dumbbell Shoulder Press (Machine variation),Shoulders,"Triceps, Traps",Machine,Strength,Intermediate,6.0,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,0,228,Search: 'Dumbbell Shoulder Press Machine form' for technique guidance
477,Barbell Curl (Dumbbells variation),Biceps,Brachialis,Dumbbells,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Dumbbells form' for technique guidance
478,Lat Pulldown (Cable Machine variation),Lats,"Biceps, Rear Delt",Cable Machine,Strength,Advanced,5.0,3,8-12,4,6-10,5,4-8,180,Shoulder injury,0,0,192,Search: 'Lat Pulldown Cable Machine form' for technique guidance
479,Bird Dog (None variation),Core,"Glutes, Lower Back",None,Core,Intermediate,3.7,3,8-12,4,6-10,5,4-8,120,None (excellent for lower back rehab),0,1,122,Search: 'Bird Dog None form' for technique guidance
480,Leg Curl (lying) (Dumbbells variation),Hamstrings,Glutes,Dumbbells,Strength,Advanced,4.9,3,8-12,4,6-10,5,4-8,180,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Dumbbells form' for technique guidance
481,Barbell Hip Thrust (Barbell variation),Glutes,"Hamstrings, Core",Barbell,Strength,Beginner,7.0,3,8-12,4,6-10,5,4-8,90,"Neck injury, Severe lower back pain",0,0,245,Search: 'Barbell Hip Thrust Barbell form' for technique guidance
482,Tricep Pushdown (cable) (Barbell variation),Triceps,None,Barbell,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,Elbow pain,0,0,122,Search: 'Tricep Pushdown (cable) Barbell form' for technique guidance
483,Jumping Rope (Barbell variation),Calves,"Full Body, Cardiovascular",Barbell,Cardio,Advanced,11.1,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,0,420,Search: 'Jumping Rope Barbell form' for technique guidance
484,Plank (Dumbbells variation),Core,"Shoulders, Glutes",Dumbbells,Core,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,"Wrist pain (use fist position), Severe lower back pain",0,0,140,Search: 'Plank Dumbbells form' for technique guidance
485,Jumping Jack (Resistance Band variation),Full Body,Cardiovascular,Resistance Band,Cardio,Advanced,7.5,3,8-12,4,6-10,5,4-8,180,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Resistance Band form' for technique guidance
486,Sumo Deadlift (Dumbbells variation),Quadriceps,"Glutes, Hamstrings, Adductors",Dumbbells,Strength,Beginner,7.3,3,8-12,4,6-10,5,4-8,90,"Groin strain, Hip injury",0,0,280,Search: 'Sumo Deadlift Dumbbells form' for technique guidance
487,Single-Leg Glute Bridge (Dumbbells variation),Glutes,"Hamstrings, Core",Dumbbells,Core,Intermediate,4.5,3,8-12,4,6-10,5,4-8,120,Knee injury (modify range),0,0,158,Search: 'Single-Leg Glute Bridge Dumbbells form' for technique guidance
488,Treadmill Running (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,Cardio,Advanced,9.6,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Cable Machine form' for technique guidance
489,Pull-Up (Barbell variation),Lats,"Biceps, Rear Delt, Core",Barbell,Strength,Intermediate,7.4,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Elbow injury, Rotator cuff",0,0,245,Search: 'Pull-Up Barbell form' for technique guidance
490,Barbell Curl (Barbell variation),Biceps,Brachialis,Barbell,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Biceps tendinopathy, Tennis elbow",0,0,122,Search: 'Barbell Curl Barbell form' for technique guidance
491,Push-Up (Kettlebell variation),Chest,"Triceps, Front Delt, Core",Kettlebell,Strength,Advanced,4.8,3,8-12,4,6-10,5,4-8,180,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Kettlebell form' for technique guidance
492,Close-Grip Bench Press (Machine variation),Triceps,"Chest, Front Delt",Machine,Strength,Advanced,6.3,3,8-12,4,6-10,5,4-8,180,"Wrist injury, Elbow pain",0,0,228,Search: 'Close-Grip Bench Press Machine form' for technique guidance
493,Rowing Machine (None variation),Back,"Full Body, Cardiovascular",None,Cardio,Advanced,8.4,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Knee injury",0,1,298,Search: 'Rowing Machine None form' for technique guidance
494,Wrist Extension (Dumbbells variation),Forearm Ext,None,Dumbbells,Strength,Beginner,2.7,3,8-12,4,6-10,5,4-8,90,Tennis elbow (load carefully),0,0,88,Search: 'Wrist Extension Dumbbells form' for technique guidance
495,Sumo Deadlift (Resistance Band variation),Quadriceps,"Glutes, Hamstrings, Adductors",Resistance Band,Strength,Intermediate,8.7,3,8-12,4,6-10,5,4-8,120,"Groin strain, Hip injury",0,0,280,Search: 'Sumo Deadlift Resistance Band form' for technique guidance
496,V-Up (Dumbbells variation),Core,Hip Flexors,Dumbbells,Core,Beginner,4.7,3,8-12,4,6-10,5,4-8,90,"Lower back disc injury, Hip flexor strain",0,0,158,Search: 'V-Up Dumbbells form' for technique guidance
497,Barbell Hip Thrust (Kettlebell variation),Glutes,"Hamstrings, Core",Kettlebell,Strength,Advanced,7.0,3,8-12,4,6-10,5,4-8,180,"Neck injury, Severe lower back pain",0,0,245,Search: 'Barbell Hip Thrust Kettlebell form' for technique guidance
498,Cable Fly (Cable Machine variation),Chest,Front Delt,Cable Machine,Strength,Advanced,4.1,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,158,Search: 'Cable Fly Cable Machine form' for technique guidance
499,Lateral Raise (Dumbbells variation),Lateral Delt,Traps,Dumbbells,Strength,Beginner,3.6,3,8-12,4,6-10,5,4-8,90,Shoulder impingement (keep below 90°),0,0,122,Search: 'Lateral Raise Dumbbells form' for technique guidance
500,Preacher Curl (Resistance Band variation),Biceps,Brachialis,Resistance Band,Strength,Advanced,3.2,3,8-12,4,6-10,5,4-8,180,"Elbow injury, Biceps tendinopathy",0,0,122,Search: 'Preacher Curl Resistance Band form' for technique guidance
501,Copenhagen Plank (Cable Machine variation),Adductors,Core,Cable Machine,Core,Intermediate,4.9,3,8-12,4,6-10,5,4-8,120,Groin injury,0,0,175,Search: 'Copenhagen Plank Cable Machine form' for technique guidance
502,Sit-Up (Dumbbells variation),Abs,Hip Flexors,Dumbbells,Core,Advanced,3.8,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Sciatica, Hip flexor strain",0,0,140,Search: 'Sit-Up Dumbbells form' for technique guidance
503,Hammer Curl (Barbell variation),Brachialis,"Biceps, Forearm",Barbell,Strength,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,"Elbow pain, Tennis elbow",0,0,122,Search: 'Hammer Curl Barbell form' for technique guidance
504,Glute Bridge (Resistance Band variation),Glutes,"Hamstrings, Core",Resistance Band,Core,Advanced,4.2,3,8-12,4,6-10,5,4-8,180,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Resistance Band form' for technique guidance
505,Cable Fly (Barbell variation),Chest,Front Delt,Barbell,Strength,Beginner,4.5,3,8-12,4,6-10,5,4-8,90,Shoulder impingement,0,0,158,Search: 'Cable Fly Barbell form' for technique guidance
506,Decline Bench Press (Barbell variation),Lower Chest,"Triceps, Front Deltoid",Barbell,Strength,Beginner,7.8,3,8-12,4,6-10,5,4-8,90,"Lower back lordosis, Neck injury",0,0,262,Search: 'Decline Bench Press Barbell form' for technique guidance
507,Hip Adduction Machine (Dumbbells variation),Adductors,None,Dumbbells,Strength,Beginner,3.5,3,8-12,4,6-10,5,4-8,90,"Groin strain, Hip injury",0,0,122,Search: 'Hip Adduction Machine Dumbbells form' for technique guidance
508,Barbell Hip Thrust (Dumbbells variation),Glutes,"Hamstrings, Core",Dumbbells,Strength,Advanced,7.5,3,8-12,4,6-10,5,4-8,180,"Neck injury, Severe lower back pain",0,0,245,Search: 'Barbell Hip Thrust Dumbbells form' for technique guidance
509,Dumbbell Fly (Cable Machine variation),Chest,Front Delt,Cable Machine,Strength,Advanced,4.7,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff",0,0,158,Search: 'Dumbbell Fly Cable Machine form' for technique guidance
510,Dumbbell Shoulder Press (Dumbbells variation),Shoulders,"Triceps, Traps",Dumbbells,Strength,Advanced,6.8,3,8-12,4,6-10,5,4-8,180,"Shoulder impingement, Rotator cuff",0,0,228,Search: 'Dumbbell Shoulder Press Dumbbells form' for technique guidance
511,Wrist Curl (Resistance Band variation),Forearm Flex,None,Resistance Band,Strength,Beginner,2.5,3,8-12,4,6-10,5,4-8,90,"Tennis elbow, Carpal tunnel, De Quervain's",0,0,88,Search: 'Wrist Curl Resistance Band form' for technique guidance
512,Trap Bar Deadlift (Resistance Band variation),Quadriceps,"Hamstrings, Glutes, Traps",Resistance Band,Strength,Intermediate,7.1,3,8-12,4,6-10,5,4-8,120,Lower back injury (minimal risk),0,0,262,Search: 'Trap Bar Deadlift Resistance Band form' for technique guidance
513,Wrist Extension (Dumbbells variation),Forearm Ext,None,Dumbbells,Strength,Beginner,2.4,3,8-12,4,6-10,5,4-8,90,Tennis elbow (load carefully),0,0,88,Search: 'Wrist Extension Dumbbells form' for technique guidance
514,Leg Curl (seated) (Machine variation),Hamstrings,None,Machine,Strength,Advanced,4.8,3,8-12,4,6-10,5,4-8,180,"Hamstring Grade II+ strain, Knee surgery",0,0,158,Search: 'Leg Curl (seated) Machine form' for technique guidance
515,Leg Curl (lying) (Cable Machine variation),Hamstrings,Glutes,Cable Machine,Strength,Intermediate,4.4,3,8-12,4,6-10,5,4-8,120,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Cable Machine form' for technique guidance
516,T-Bar Row (Dumbbells variation),Lats,"Rhomboids, Biceps",Dumbbells,Strength,Beginner,7.5,3,8-12,4,6-10,5,4-8,90,Lower back pain,0,0,262,Search: 'T-Bar Row Dumbbells form' for technique guidance
517,Overhead Tricep Extension (None variation),Triceps,None,None,Strength,Intermediate,3.6,3,8-12,4,6-10,5,4-8,120,"Elbow pain, Shoulder injury",0,1,122,Search: 'Overhead Tricep Extension None form' for technique guidance
518,Seated Cable Row (Dumbbells variation),Lats,"Rhomboids, Biceps, Rear Delt",Dumbbells,Strength,Beginner,6.1,3,8-12,4,6-10,5,4-8,90,Lower back injury (minimal risk),0,0,210,Search: 'Seated Cable Row Dumbbells form' for technique guidance
519,Cable Fly (Kettlebell variation),Chest,Front Delt,Kettlebell,Strength,Beginner,4.5,3,8-12,4,6-10,5,4-8,90,Shoulder impingement,0,0,158,Search: 'Cable Fly Kettlebell form' for technique guidance
520,Russian Twist (Barbell variation),Obliques,Core,Barbell,Core,Intermediate,4.1,3,8-12,4,6-10,5,4-8,120,Lower back disc injury (rotation stress),0,0,158,Search: 'Russian Twist Barbell form' for technique guidance
521,Jumping Jack (None variation),Full Body,Cardiovascular,None,Cardio,Intermediate,7.3,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle injury",1,1,280,Search: 'Jumping Jack None form' for technique guidance
522,Barbell Row (Machine variation),Lats,"Rhomboids, Biceps, Rear Delt",Machine,Strength,Beginner,7.1,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,262,Search: 'Barbell Row Machine form' for technique guidance
523,Landmine Press (None variation),Shoulders,"Chest, Triceps, Core",None,Strength,Beginner,5.5,3,8-12,4,6-10,5,4-8,90,None,0,1,210,Search: 'Landmine Press None form' for technique guidance
524,Plank (Barbell variation),Core,"Shoulders, Glutes",Barbell,Core,Advanced,3.7,3,8-12,4,6-10,5,4-8,180,"Wrist pain (use fist position), Severe lower back pain",0,0,140,Search: 'Plank Barbell form' for technique guidance
525,Burpee (None variation),Full Body,Cardiovascular,None,HIIT,Advanced,9.6,3,8-12,4,6-10,5,4-8,180,"Shoulder injury, Lower back disc, Knee pain",1,1,350,Search: 'Burpee None form' for technique guidance
526,Glute Bridge (Cable Machine variation),Glutes,"Hamstrings, Core",Cable Machine,Core,Intermediate,4.2,3,8-12,4,6-10,5,4-8,120,None (excellent for lower back rehab),0,0,140,Search: 'Glute Bridge Cable Machine form' for technique guidance
527,Upright Row (Resistance Band variation),Traps,Lateral Delt,Resistance Band,Strength,Intermediate,4.5,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,0,175,Search: 'Upright Row Resistance Band form' for technique guidance
528,Barbell Back Squat (Resistance Band variation),Quadriceps,"Glutes, Hamstrings, Core",Resistance Band,Strength,Beginner,8.2,3,8-12,4,6-10,5,4-8,90,"Knee pain, Lower back injury, Hip impingement",0,0,280,Search: 'Barbell Back Squat Resistance Band form' for technique guidance
529,Ab Wheel Rollout (Cable Machine variation),Core,"Lats, Shoulders",Cable Machine,Core,Intermediate,5.3,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Shoulder injury",0,0,175,Search: 'Ab Wheel Rollout Cable Machine form' for technique guidance
530,DB Shrug (None variation),Traps,Neck,None,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,Neck injury,0,1,140,Search: 'DB Shrug None form' for technique guidance
531,Preacher Curl (Cable Machine variation),Biceps,Brachialis,Cable Machine,Strength,Beginner,3.3,3,8-12,4,6-10,5,4-8,90,"Elbow injury, Biceps tendinopathy",0,0,122,Search: 'Preacher Curl Cable Machine form' for technique guidance
532,Push-Up (Barbell variation),Chest,"Triceps, Front Delt, Core",Barbell,Strength,Beginner,5.2,3,8-12,4,6-10,5,4-8,90,"Wrist pain, Shoulder injury",0,0,175,Search: 'Push-Up Barbell form' for technique guidance
533,Rear Delt Fly (Resistance Band variation),Rear Delt,Rhomboids,Resistance Band,Strength,Advanced,3.4,3,8-12,4,6-10,5,4-8,180,None,0,0,122,Search: 'Rear Delt Fly Resistance Band form' for technique guidance
534,Jumping Jack (Cable Machine variation),Full Body,Cardiovascular,Cable Machine,Cardio,Intermediate,7.2,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle injury",1,0,280,Search: 'Jumping Jack Cable Machine form' for technique guidance
535,Barbell Shrug (Dumbbells variation),Traps,Neck,Dumbbells,Strength,Advanced,4.7,3,8-12,4,6-10,5,4-8,180,"Neck injury, Cervical spondylosis",0,0,158,Search: 'Barbell Shrug Dumbbells form' for technique guidance
536,Tricep Pushdown (cable) (Machine variation),Triceps,None,Machine,Strength,Intermediate,3.8,3,8-12,4,6-10,5,4-8,120,Elbow pain,0,0,122,Search: 'Tricep Pushdown (cable) Machine form' for technique guidance
537,Incline DB Bench Press (None variation),Upper Chest,"Front Deltoid, Triceps",None,Strength,Advanced,7.4,3,8-12,4,6-10,5,4-8,180,"Shoulder pain, Rotator cuff",0,1,245,Search: 'Incline DB Bench Press None form' for technique guidance
538,Barbell Deadlift (Barbell variation),Hamstrings,"Glutes, Lower Back, Traps, Core",Barbell,Strength,Intermediate,8.7,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Sciatica",0,0,315,Search: 'Barbell Deadlift Barbell form' for technique guidance
539,Barbell Overhead Press (None variation),Shoulders,"Triceps, Upper Chest, Traps",None,Strength,Intermediate,7.7,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff, Neck injury",0,1,245,Search: 'Barbell Overhead Press None form' for technique guidance
540,Jumping Rope (None variation),Calves,"Full Body, Cardiovascular",None,Cardio,Advanced,11.0,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Ankle injury",0,1,420,Search: 'Jumping Rope None form' for technique guidance
541,Single-Leg Glute Bridge (None variation),Glutes,"Hamstrings, Core",None,Core,Intermediate,4.6,3,8-12,4,6-10,5,4-8,120,Knee injury (modify range),0,1,158,Search: 'Single-Leg Glute Bridge None form' for technique guidance
542,Treadmill Running (Kettlebell variation),Full Body,Cardiovascular,Kettlebell,Cardio,Advanced,10.5,3,8-12,4,6-10,5,4-8,180,"Knee pain, Plantar fasciitis, Stress fracture, Achilles tendinopathy",1,0,343,Search: 'Treadmill Running Kettlebell form' for technique guidance
543,Copenhagen Plank (None variation),Adductors,Core,None,Core,Intermediate,4.7,3,8-12,4,6-10,5,4-8,120,Groin injury,0,1,175,Search: 'Copenhagen Plank None form' for technique guidance
544,Crunch (Barbell variation),Upper Abs,Core,Barbell,Core,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,"Lower back disc injury, Neck injury",0,0,122,Search: 'Crunch Barbell form' for technique guidance
545,Box Jump (Dumbbells variation),Quadriceps,"Glutes, Calves, Cardiovascular",Dumbbells,Power,Intermediate,7.4,3,8-12,4,6-10,5,4-8,120,"Knee pain, Ankle injury, Achilles tendinopathy",0,0,280,Search: 'Box Jump Dumbbells form' for technique guidance
546,Barbell Front Squat (Kettlebell variation),Quadriceps,"Glutes, Upper Back, Core",Kettlebell,Strength,Beginner,8.1,3,8-12,4,6-10,5,4-8,90,"Wrist injury, Shoulder pain, Lower back injury",0,0,298,Search: 'Barbell Front Squat Kettlebell form' for technique guidance
547,Leg Curl (lying) (Barbell variation),Hamstrings,Glutes,Barbell,Strength,Advanced,4.3,3,8-12,4,6-10,5,4-8,180,Hamstring Grade II+ strain,0,0,158,Search: 'Leg Curl (lying) Barbell form' for technique guidance
548,Barbell Row (Resistance Band variation),Lats,"Rhomboids, Biceps, Rear Delt",Resistance Band,Strength,Beginner,6.8,3,8-12,4,6-10,5,4-8,90,Lower back disc injury,0,0,262,Search: 'Barbell Row Resistance Band form' for technique guidance
549,Ab Wheel Rollout (None variation),Core,"Lats, Shoulders",None,Core,Intermediate,4.8,3,8-12,4,6-10,5,4-8,120,"Lower back disc injury, Shoulder injury",0,1,175,Search: 'Ab Wheel Rollout None form' for technique guidance
550,Dumbbell Shoulder Press (None variation),Shoulders,"Triceps, Traps",None,Strength,Beginner,6.5,3,8-12,4,6-10,5,4-8,90,"Shoulder impingement, Rotator cuff",0,1,228,Search: 'Dumbbell Shoulder Press None form' for technique guidance
551,Hammer Curl (Cable Machine variation),Brachialis,"Biceps, Forearm",Cable Machine,Strength,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Tennis elbow",0,0,122,Search: 'Hammer Curl Cable Machine form' for technique guidance
552,Copenhagen Plank (Machine variation),Adductors,Core,Machine,Core,Advanced,5.2,3,8-12,4,6-10,5,4-8,180,Groin injury,0,0,175,Search: 'Copenhagen Plank Machine form' for technique guidance
553,Skull Crusher (Resistance Band variation),Triceps,None,Resistance Band,Strength,Advanced,4.0,3,8-12,4,6-10,5,4-8,180,"Elbow pain, Shoulder injury",0,0,140,Search: 'Skull Crusher Resistance Band form' for technique guidance
554,Wrist Extension (Dumbbells variation),Forearm Ext,None,Dumbbells,Strength,Beginner,2.7,3,8-12,4,6-10,5,4-8,90,Tennis elbow (load carefully),0,0,88,Search: 'Wrist Extension Dumbbells form' for technique guidance
555,Reverse Crunch (Machine variation),Lower Abs,Core,Machine,Core,Intermediate,3.4,3,8-12,4,6-10,5,4-8,120,Lower back disc injury,0,0,122,Search: 'Reverse Crunch Machine form' for technique guidance
556,Lat Pulldown (Kettlebell variation),Lats,"Biceps, Rear Delt",Kettlebell,Strength,Intermediate,5.0,3,8-12,4,6-10,5,4-8,120,Shoulder injury,0,0,192,Search: 'Lat Pulldown Kettlebell form' for technique guidance
557,Landmine Press (Resistance Band variation),Shoulders,"Chest, Triceps, Core",Resistance Band,Strength,Intermediate,5.6,3,8-12,4,6-10,5,4-8,120,None,0,0,210,Search: 'Landmine Press Resistance Band form' for technique guidance
558,Russian Twist (None variation),Obliques,Core,None,Core,Beginner,4.2,3,8-12,4,6-10,5,4-8,90,Lower back disc injury (rotation stress),0,1,158,Search: 'Russian Twist None form' for technique guidance
559,Plank (Barbell variation),Core,"Shoulders, Glutes",Barbell,Core,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,"Wrist pain (use fist position), Severe lower back pain",0,0,140,Search: 'Plank Barbell form' for technique guidance
560,Upright Row (None variation),Traps,Lateral Delt,None,Strength,Intermediate,4.6,3,8-12,4,6-10,5,4-8,120,"Shoulder impingement, Rotator cuff",0,1,175,Search: 'Upright Row None form' for technique guidance
561,T-Bar Row (Resistance Band variation),Lats,"Rhomboids, Biceps",Resistance Band,Strength,Advanced,7.4,3,8-12,4,6-10,5,4-8,180,Lower back pain,0,0,262,Search: 'T-Bar Row Resistance Band form' for technique guidance
562,Cable Lateral Raise (Resistance Band variation),Lateral Delt,Traps,Resistance Band,Strength,Advanced,3.5,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Resistance Band form' for technique guidance
563,Stationary Cycling (Cable Machine variation),Quadriceps,"Glutes, Cardiovascular",Cable Machine,Cardio,Intermediate,6.2,3,8-12,4,6-10,5,4-8,120,Knee pain (adjust seat height),0,0,210,Search: 'Stationary Cycling Cable Machine form' for technique guidance
564,Face Pull (Resistance Band variation),Rear Delt,"External Rotators, Traps",Resistance Band,Strength,Intermediate,3.2,3,8-12,4,6-10,5,4-8,120,Shoulder impingement (use light weight),0,0,122,Search: 'Face Pull Resistance Band form' for technique guidance
565,T-Bar Row (Barbell variation),Lats,"Rhomboids, Biceps",Barbell,Strength,Advanced,7.8,3,8-12,4,6-10,5,4-8,180,Lower back pain,0,0,262,Search: 'T-Bar Row Barbell form' for technique guidance
566,Sit-Up (Dumbbells variation),Abs,Hip Flexors,Dumbbells,Core,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,"Lower back disc, Sciatica, Hip flexor strain",0,0,140,Search: 'Sit-Up Dumbbells form' for technique guidance
567,Russian Twist (Cable Machine variation),Obliques,Core,Cable Machine,Core,Beginner,4.2,3,8-12,4,6-10,5,4-8,90,Lower back disc injury (rotation stress),0,0,158,Search: 'Russian Twist Cable Machine form' for technique guidance
568,Side Plank (Cable Machine variation),Obliques,"Core, Hip Abductors",Cable Machine,Core,Intermediate,4.0,3,8-12,4,6-10,5,4-8,120,"Shoulder injury, Wrist pain",0,0,140,Search: 'Side Plank Cable Machine form' for technique guidance
569,Russian Twist (Kettlebell variation),Obliques,Core,Kettlebell,Core,Intermediate,4.1,3,8-12,4,6-10,5,4-8,120,Lower back disc injury (rotation stress),0,0,158,Search: 'Russian Twist Kettlebell form' for technique guidance
570,Cable Lateral Raise (Barbell variation),Lateral Delt,Traps,Barbell,Strength,Advanced,3.6,3,8-12,4,6-10,5,4-8,180,Shoulder impingement,0,0,122,Search: 'Cable Lateral Raise Barbell form' for technique guidance
571,Pallof Press (Resistance Band variation),Core,Obliques,Resistance Band,Core,Beginner,3.2,3,8-12,4,6-10,5,4-8,90,None,0,0,122,Search: 'Pallof Press Resistance Band form' for technique guidance
